"id","name","code","account_type","chart_template_id/id","reconcile"
"account_activa_account_60301019","GASTOS CRUZ ROJA","60301019","Gastos","l10n_binaural.l10n_chart_template_binaural","True"
"account_activa_account_60301020","GASTOS SOPORTE TECNICO DE SOFTWARE","60301020","Gastos","l10n_binaural.l10n_chart_template_binaural","True"
"account_activa_account_60301021","PORCION CREDITO FISCAL NO DECUCIBLE","60301021","Gastos","l10n_binaural.l10n_chart_template_binaural","True"
"account_activa_account_60301022","GASTO DE TRANSPORTE","60301022","Gastos","l10n_binaural.l10n_chart_template_binaural","True"
"account_activa_account_60301023","GASTOS DE VIGILANCIA","60301023","Gastos","l10n_binaural.l10n_chart_template_binaural","True"
"account_activa_account_60301024","ENVIOS Y ENCOMIENDAS","60301024","Gastos","l10n_binaural.l10n_chart_template_binaural","True"
"account_activa_account_60301025","REPARACION Y MANTENIMIENTO DE EQUIPOS","60301025","Gastos","l10n_binaural.l10n_chart_template_binaural","True"
"account_activa_account_60301026","AVISOS EN PRENSA","60301026","Gastos","l10n_binaural.l10n_chart_template_binaural","True"
"account_activa_account_60301027","SUMINISTROS VARIOS","60301027","Gastos","l10n_binaural.l10n_chart_template_binaural","True"
"account_activa_account_60301028","COLABORACION Y DONACIONES","60301028","Gastos","l10n_binaural.l10n_chart_template_binaural","True"
"account_activa_account_60301029","OTROS SERVICIOS CONTRATADOS","60301029","Gastos","l10n_binaural.l10n_chart_template_binaural","True"
"account_activa_account_60301030","GASTOS VARIOS","60301030","Gastos","l10n_binaural.l10n_chart_template_binaural","True"
"account_activa_account_7","OTRAS OPERACIONES COMERCIALES","7","Gastos","l10n_binaural.l10n_chart_template_binaural","True"
"account_activa_account_701","INGRESOS","701","Gastos","l10n_binaural.l10n_chart_template_binaural","True"
"account_activa_account_70101","FINANCIEROS","70101","Gastos","l10n_binaural.l10n_chart_template_binaural","True"
"account_activa_account_70101001","OTRAS COLOCACIONES","70101001","Gastos","l10n_binaural.l10n_chart_template_binaural","True"
"account_activa_account_70101002","RECUPERACION DE GASTOS","70101002","Gastos","l10n_binaural.l10n_chart_template_binaural","True"
"account_activa_account_70101003","OTROS INGRESOS","70101003","Gastos","l10n_binaural.l10n_chart_template_binaural","True"
"account_activa_account_70101004","COMISION CHEQUE DEVUELTO","70101004","Gastos","l10n_binaural.l10n_chart_template_binaural","True"
"account_activa_account_702","OTROS EGRESOS","702","Gastos","l10n_binaural.l10n_chart_template_binaural","True"
"account_activa_account_70201","EGRESOS VARIOS","70201","Gastos","l10n_binaural.l10n_chart_template_binaural","True"
"account_activa_account_70201001","GASTOS DE INTERESES POR PRESTAMO BANCARIO","70201001","Gastos","l10n_binaural.l10n_chart_template_binaural","True"
"account_activa_account_70201002","GASTOS BANCARIOS","70201002","Gastos","l10n_binaural.l10n_chart_template_binaural","True"
"account_activa_account_70201003","COMISIONES BANCARIAS","70201003","Gastos","l10n_binaural.l10n_chart_template_binaural","True"
"account_activa_account_70201004","GASTO DE TASAS Y ARANCELES","70201004","Gastos","l10n_binaural.l10n_chart_template_binaural","True"
"account_activa_account_70201005","OTROS EGRESOS","70201005","Gastos","l10n_binaural.l10n_chart_template_binaural","True"
"account_activa_account_70201006","GASTOS NO DEDUCIBLES","70201006","Gastos","l10n_binaural.l10n_chart_template_binaural","True"
